50042	762636
71	109
71	391316
71	471409
71	672124
71	748049
71	127936
71	351011
71	527450
71	591664
50026	762486
50026	762487
50026	762488
50026	762489
50026	762490
50026	762493
50026	1998318
50026	1998323
10	229762
10	235984
10	597260
50051	762718
50051	762719
50051	604048
50051	762722
50051	762725
50009	762330
50009	762332
50009	762334
80	242783
80	242784
80	377261
50003	762267
50003	762269
50003	762272
50041	762623
50041	762625
50041	762627
50041	762628
50041	762629
50041	762630
50041	762632
33	440418
33	742605
33	433180
33	433181
33	554349
33	559492
33	630866
50054	762744
50054	762745
50054	762746
50054	762748
50054	762749
50054	762751
50054	762752
26	727304
26	727306
58	384565
58	755404
86	324909
86	380653
49	199502
49	478149
49	684040
68	33272
68	83610
50002	762257
50002	762262
50002	762263
50002	762266
19	510966
19	175309
59	440926
59	703150
23	452684
23	641126
23	34
81	222260
81	571402
81	51152
81	222261
81	222263
81	495965
94	36325
94	86499
94	249258
94	373790
94	514264
34	56
34	316717
50013	762367
50013	762368
50013	762370
50013	762371
50013	1998306
50013	1998308
50013	1998309
50013	1998310
50055	762755
50055	762759
50055	762762
50037	762589
50037	762590
50037	762591
50037	762592
50037	762593
75	698
75	114
75	403865
75	571438
75	571929
25	380094
25	660336
25	212567
25	212568
25	352153
40	762016
50006	762298
50029	762517
50029	762522
50030	762525
50030	762526
50030	762527
50030	762528
50030	762529
50030	762530
70	484943
70	108
70	121244
70	617063
70	673582
57	296111
57	434964
2	464464
2	190963
2	561815
2	562359
2	562360
2	593860
2	607233
44	174219
50024	762469
50024	762472
50078	762970
50078	762973
50078	762974
50078	762976
50034	762568
47	192158
47	473085
95	155
95	27118
95	172837
95	192229
95	359156
95	359157
95	363372
95	365815
95	365816
95	516529
95	532337
95	667653
50086	763047
50086	763048
50086	763049
50086	763050
50086	763051
50086	763052
50086	763053
50086	763054
50086	763055
50044	762653
50044	762654
50044	762656
50044	762657
50044	762658
50044	762659
50044	762660
50012	762357
50012	762358
50012	762362
50012	762364
50012	762366
50058	762783
50058	762785
50058	762788
50058	762789
50058	762790
92	83496
92	150
92	224629
92	409304
50025	762477
50025	762478
50025	762479
50025	762482
50025	762485
50025	1998312
50025	1998313
50025	1998314
50025	1998315
50025	1998316
50025	1998317
32	429887
32	711573
91	302483
0	159474
0	159475
0	219110
7	12
7	11
7	50351
7	83309
7	83310
7	483650
7	502231
7	535213
7	604534
7	723688
50032	762543
50032	762546
50032	762547
50032	762548
50032	762549
98	121276
98	495469
98	689178
90	591773
90	26787
90	26788
90	59318
90	230973
90	281560
90	281561
90	403342
90	655230
90	738418
50047	266115
50047	762682
50047	762683
50047	762685
50075	762940
50075	762941
50075	762942
50075	762943
50075	762944
50075	762945
50075	762947
50004	762277
50004	762279
50004	762280
50004	762281
50004	762284
50074	762933
50074	762934
50074	762935
50074	762936
50074	762937
50074	762938
50040	762614
50040	762615
50040	762616
50040	762617
50040	762619
50040	762620
50040	762621
50040	762622
62	171426
50049	762701
50049	762702
50043	762644
50043	762645
50043	762646
50043	762647
50043	762649
50043	762650
50043	762652
50039	762606
50039	762611
50039	762613
50022	762449
50022	762450
50022	762452
50022	762453
50022	762455
50022	762457
37	560343
37	50495
39	62
39	195701
39	665041
39	192112
39	192113
39	192116
39	340038
39	340039
39	390746
39	641107
89	250040
16	761308
50065	762848
50065	762849
50065	762853
22	110366
22	76763
22	464843
50031	762537
6	324782
6	9
6	208936
6	208937
6	258944
6	286504
6	324783
6	629329
50099	763171
50099	763172
50099	763173
50099	763174
50099	763176
50099	763179
12	324770
12	324769
12	495270
50000	762244
50000	762246
50000	762247
24	148034
24	282212
24	282213
24	314358
48	596676
66	306418
66	641208
50005	762292
50005	762294
50005	762296
50019	762421
50019	762422
50019	762423
50019	762425
50019	762426
51	566137
50056	762769
50060	762801
50060	762802
50060	762805
50060	762806
50060	762807
50060	762808
50095	763136
50095	763137
50095	763138
50095	763140
50095	763142
50028	762506
50028	762507
50028	762509
50028	762510
50069	762884
50069	762887
50069	762891
50053	762735
50053	762736
50053	762737
50053	762738
50053	762739
50053	762740
50053	762741
50053	762742
50053	762743
50072	762913
50072	762914
50072	762915
50072	762916
50072	762917
50072	762918
50072	762920
50072	762921
50072	762922
1	221806
1	544453
1	692852
67	103
67	121242
67	434557
67	438890
67	511746
50077	762961
50077	762963
50077	762966
50077	762967
50077	762969
5	1065
5	6161
5	121153
5	661748
50011	762348
50080	762989
50080	762992
78	118
78	5356
78	462896
78	571395
18	29
18	193117
18	510668
18	623576
18	1168
18	641123
18	651086
18	655144
18	678842
31	545178
31	62406
31	301512
31	333410
31	514015
31	523742
31	545177
31	254986
85	277171
85	484213
85	758047
50001	762249
50001	762250
50001	762251
50001	182222
50001	762252
50001	762253
50001	762255
50079	762981
50079	762984
50014	762377
50014	762379
50014	762384
50014	762385
50061	762810
50061	762811
50061	762812
50061	762813
50061	762814
50061	762816
50061	762817
50061	762818
76	126949
76	172041
76	414876
43	130815
43	612350
50066	762855
50066	762856
50066	762857
50066	762859
50066	762863
52	641171
52	79
52	31936
52	140866
52	159984
52	559628
52	590745
17	28
17	136000
17	222153
17	278343
17	702515
